"ID-Q","Questions"
"Q2058","yeah that''s great have you ever served in the military"
"Q2059","have you ever been diagnosed with p_t_s_d"
"Q2060","have you been diagnosed with depression"
"Q2061","how long ago were you diagnosed"
"Q2062","what got you to seek help"
"Q2063","yeah what were your symptoms"
"Q2064","i''m sorry how have you been feeling lately"
"Q2065","yeah have you noticed any changes in your behavior or thoughts lately"
"Q2066","do you still go to therapy now"
"Q2067","why did you stop"
"Q2068","that sounds really hard"
"Q2069","do you feel like therapy''s useful"
"Q2070","how easy is it for you to get a good night''s sleep"
"Q2071","are they triggered by something"
"Q2072","mhm"
"Q2073","how do you cope with them"
"Q2074","i see"
"Q2075","what are you like when you don''t sleep well"
"Q2076","okay when was the last time you felt really happy"
"Q2077","i''d love to hear all about it"
"Q2078","okay how would your best friend describe you"
"Q2079","aw that''s great"
"Q2080","is there anything you regret"
"Q2081","what advice would you give yourself ten or twenty years ago"
"Q2082","yeah"
"Q2083","that makes sense tell me about something you did recently that you really enjoyed"
"Q2084","awesome what are you most proud of in your life"
"Q2085","that sounds like a great situation okay i think i''ve asked everything i need to thanks for sharing your thoughts with me goodbye"
"Q2086","hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q2087","okay so how are you doing today"
"Q2088","that''s good where are you from originally"
"Q2089","really why''d you move to l_a"
"Q2090","cool are you still working in that"
"Q2091","what do you do now"
"Q2092","what''s your dream job"
"Q2093","awesome how hard is that"
"Q2094","aw i see what you mean why''d you move to l_a"
"Q2095","when''d you move to l_a"
"Q2096","how easy was it for you to get used to living in l_a"
"Q2097","yeah how often do you go back to your hometown"
"Q2098","that''s good do you travel a lot"
"Q2099","okay do you consider yourself an introvert"
"Q2100","why"
"Q2101","what do you do to relax"
"Q2102","cool what are some things that make you really mad"
"Q2103","yeah how are you at controlling your temper"
"Q2104","when was the last time you argued with someone and what was it about"
"Q2105","that sucks"
"Q2106","how close are you to them"
"Q2107","how do you know them"
"Q2108","okay what do you do when you''re annoyed"
"Q2109","how hard is that"
"Q2110","yeah i understand what''s one of your most memorable experiences"
"Q2111","how close are you to your family"
"Q2112","that''s good who''s someone that''s been a positive influence in your life"
"Q2113","tell me more about that"
"Q2114","that''s good how would your best friend describe you"
"Q2115","okay have you ever served in the military"
"Q2116","have you ever been diagnosed with p_t_s_d"
"Q2117","have you been diagnosed with depression"
"Q2118","how long ago were you diagnosed"
"Q2119","what got you to seek help"
"Q2120","do you still go to therapy now"
"Q2121","why did you stop"
"Q2122","yeah i''m sorry to hear that"
"Q2123","do you feel like therapy is useful"
"Q2124","what sort of changes have you noticed since you''ve been going to therapy"
"Q2125","that''s good what were your symptoms"
"Q2126","are they triggered by something"
"Q2127","how do you cope with them"
"Q2128","mhm"
"Q2129","how have you been feeling lately"
"Q2130","have you noticed any changes in your behavior or thoughts lately"
"Q2131","okay how easy is it for you to get a good night''s sleep"
"Q2132","why"
"Q2133","what are you like when you don''t sleep well"
"Q2134","okay when was the last time you felt really happy"
"Q2135","how did you feel in that moment"
"Q2136","that''s good what would you say are some of your best qualities"
"Q2137","mhm"
"Q2138","is there anything you regret"
"Q2139","what advice would you give yourself ten or twenty years ago"
"Q2140","okay what are you most proud of in your life"
"Q2141","wow that sounds interesting"
"Q2142","how did you decide to do that"
"Q2143","that''s great okay i think i''ve asked everything i need to"
"Q2144","thanks for sharing your thoughts with me"
"Q2145","goodbye"
"Q2146","hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q2147","okay so how are you doing today"
"Q2148","that''s good where are you from originally"
"Q2149","really"
"Q2150","what are some things you really like about l_a"
"Q2151","how easy was it for you to get used to living in l_a"
"Q2152","why''d you move to l_a"
"Q2153","what''d you study at school"
"Q2154","are you still working in that"
"Q2155","what do you do now"
"Q2156","what''s your dream job"
"Q2157","what do you do to relax"
"Q2158","what are some things that make you really mad"
"Q2159","what do you do when you''re annoyed"
"Q2160","how are you at controlling your temper"
"Q2161","when was the last time you argued with someone and what was it about"
"Q2162","how close are you to your family"
"Q2163","who''s someone that''s been a positive influence in your life"
"Q2164","what''s one of your most memorable experiences"
"Q2165","do you travel a lot"
"Q2166","what do you enjoy about traveling"
"Q2167","have you ever served in the military"
"Q2168","have you ever been diagnosed with p_t_s_d"
"Q2169","have you been diagnosed with depression"
"Q2170","how easy is it for you to get a good night''s sleep"
"Q2171","what are you like when you don''t sleep well"
"Q2172","how have you been feeling lately"
"Q2173","have you noticed any changes in your behavior or thoughts lately"
"Q2174","when was the last time you felt really happy"
"Q2175","how would your best friend describe you"
"Q2176","what are you most proud of in your life"
"Q2177","is there anything you regret"
"Q2178","what advice would you give yourself ten or twenty years ago"
"Q2179","tell me about something you did recently that you really enjoyed"
"Q2180","okay i think i''ve asked everything i need to"
"Q2181","thanks for sharing your thoughts with me"
"Q2182","goodbye"
"Q2183","hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q2184","okay so how are you doing today"
"Q2185","that''s good where are you from originally"
"Q2186","really why''d you move to l_a"
"Q2187","how often do you go back to your hometown"
"Q2188","how does it compare to l_a"
"Q2189","how easy was it for you to get used to living in l_a"
"Q2190","okay do you travel a lot"
"Q2191","what''d you study at school"
"Q2192","that sounds interesting are you still working in that"
"Q2193","what''s your dream job"
"Q2194","tell me more about that"
"Q2195","cool how did you decide to do that"
"Q2196","do you consider yourself an introvert"
"Q2197","why"
"Q2198","okay what are some things that make you really mad"
"Q2199","what do you do when you''re annoyed"
"Q2200","how are you at controlling your temper"
"Q2201","that''s good when was the last time you argued with someone and what was it about"
"Q2202","uh oh that sounds really hard"
"Q2203","okay how would your best friend describe you"
"Q2204","what would you say are some of your best qualities"
"Q2205","have you ever served in the military"
"Q2206","have you ever been diagnosed with p_t_s_d"
"Q2207","how long ago were you diagnosed"
"Q2208","what got you to seek help"
"Q2209","how have you been feeling lately"
"Q2210","are they triggered by something"
"Q2211","i see what you mean how do you cope with them"
"Q2212","okay how has seeing a therapist affected you"
"Q2213","do you still go to therapy now"
"Q2214","okay have you noticed any changes in your behavior or thoughts lately"
"Q2215","mhm"
"Q2216","yeah how easy is it for you to get a good night''s sleep"
"Q2217","that''s good what are you like when you don''t sleep well"
"Q2218","when was the last time you felt really happy"
"Q2219","i''m sorry what are some things that usually put you in a good mood"
"Q2220","how close are you to your family"
"Q2221","that''s so good to hear who''s someone that''s been a positive influence in your life"
"Q2222","who''s someone that''s been a positive influence in your life"
